Pipe_Size_mm,Thickness_mm,Material,Grade,Max_Pressure_psi,Temperature_C,Corrosion_Impact_Percent,Thickness_Loss_mm,Material_Loss_Percent,Time_Years,Condition,Remaining_Thickness_mm,Loss_Per_Year_mm,Estimated_Longevity_Years,cost
50,3.86,Carbon Steel,API 5L X42,600,141.6,11.94,7.18,186.01,8,Critical,-3.32,0.8975,-3.6991643454039,3722
50,5.74,HDPE,ASTM A106 Grade B,300,19.9,8.8,4.18,72.82,8,Moderate,1.5600000000000005,0.5225,2.9856459330143554,3357
500,10.93,PVC,API 5L X52,600,100.2,11.3,9.62,88.01,12,Critical,1.3100000000000005,0.8016666666666666,1.6340956340956347,2345
1500,23.47,Fiberglass,API 5L X52,150,18.3,10.75,9.02,38.43,9,Critical,14.45,1.0022222222222221,14.417960088691796,2662
400,9.44,Stainless Steel,ASTM A106 Grade B,1500,31.7,3.39,0.99,10.49,4,Normal,8.45,0.2475,34.14141414141414,2867
500,20.01,Fiberglass,ASTM A106 Grade B,300,5.6,2.64,4.99,24.94,23,Moderate,15.020000000000001,0.21695652173913044,69.23046092184369,3330
250,14.24,Stainless Steel,API 5L X52,2500,136.6,4.53,1.1,7.72,18,Normal,13.14,0.061111111111111116,215.0181818181818,2362
50,5.1,Fiberglass,ASTM A333 Grade 6,600,80.2,10.57,6.93,135.88,18,Critical,-1.83,0.385,-4.753246753246754,4957
100,5.95,Stainless Steel,ASTM A106 Grade B,150,69.3,18.23,5.37,90.25,5,Critical,0.5800000000000001,1.074,0.5400372439478585,3926
50,4.43,HDPE,ASTM A106 Grade B,600,16.1,16.91,4.09,92.33,16,Moderate,0.33999999999999986,0.255625,1.3300733496332513,4014
100,5.33,Stainless Steel,ASTM A333 Grade 6,1500,50.9,16.47,2.04,38.27,16,Moderate,3.29,0.1275,25.80392156862745,4894
600,24.6,PVC,API 5L X42,2500,2.7,1.98,7.53,30.61,6,Critical,17.07,1.2550000000000001,13.601593625498007,2645
250,13.65,Fiberglass,ASTM A333 Grade 6,300,45.9,12.65,7.65,56.04,9,Critical,6.0,0.8500000000000001,7.058823529411764,4590
1200,24.59,Stainless Steel,API 5L X65,300,72.8,12.85,8.44,34.32,13,Critical,16.15,0.6492307692307692,24.87559241706161,2469
400,16.12,HDPE,ASTM A106 Grade B,150,84.0,12.61,6.86,42.56,3,Critical,9.260000000000002,2.2866666666666666,4.049562682215744,4537
1500,39.33,HDPE,ASTM A333 Grade 6,300,-13.1,6.78,3.13,7.96,19,Moderate,36.199999999999996,0.16473684210526315,219.74440894568687,3775
500,9.54,Stainless Steel,ASTM A106 Grade B,900,48.6,11.26,3.14,32.91,10,Moderate,6.399999999999999,0.314,20.382165605095537,3907
100,6.67,Carbon Steel,API 5L X52,150,-13.9,9.73,8.14,122.04,3,Critical,-1.4700000000000006,2.7133333333333334,-0.541769041769042,4756
50,3.0,Stainless Steel,ASTM A333 Grade 6,2500,149.5,9.41,2.44,81.33,5,Moderate,0.56,0.488,1.1475409836065575,2463
600,18.9,PVC,API 5L X52,300,117.6,18.88,8.35,44.18,2,Critical,10.549999999999999,4.175,2.526946107784431,3020
1000,23.13,Stainless Steel,ASTM A106 Grade B,900,40.3,8.45,3.98,17.21,12,Moderate,19.15,0.33166666666666667,57.73869346733668,2419
200,11.05,Fiberglass,API 5L X52,900,10.1,4.1,1.81,16.38,25,Normal,9.24,0.0724,127.62430939226519,2488
400,12.9,PVC,API 5L X65,1500,19.8,19.47,2.81,21.78,6,Moderate,10.09,0.4683333333333333,21.544483985765126,3569
250,12.98,Carbon Steel,API 5L X52,900,102.9,1.02,0.88,6.78,19,Normal,12.1,0.04631578947368421,261.25,3824
1500,36.13,Stainless Steel,API 5L X52,900,59.5,2.84,6.93,19.18,14,Critical,29.200000000000003,0.495,58.989898989899,2850
100,7.8,PVC,ASTM A333 Grade 6,1500,36.0,3.57,4.64,59.49,23,Moderate,3.16,0.2017391304347826,15.663793103448278,3825
200,6.14,PVC,API 5L X42,900,50.9,16.59,7.1,115.64,3,Critical,-0.96,2.3666666666666667,-0.40563380281690137,4550
100,4.22,PVC,API 5L X42,1500,3.5,16.13,0.03,0.71,17,Normal,4.1899999999999995,0.001764705882352941,2374.3333333333335,2644
1000,26.19,HDPE,API 5L X65,900,26.3,4.38,0.12,0.46,4,Normal,26.07,0.03,869.0,2648
400,14.97,HDPE,ASTM A333 Grade 6,2500,3.0,13.47,3.14,20.98,23,Moderate,11.83,0.13652173913043478,86.65286624203821,3636
50,3.63,Stainless Steel,ASTM A106 Grade B,900,35.9,5.29,0.55,15.15,10,Normal,3.08,0.05500000000000001,55.99999999999999,4202
1500,48.32,HDPE,ASTM A333 Grade 6,300,90.1,19.12,6.42,13.29,2,Critical,41.9,3.21,13.052959501557632,4457
100,4.26,Stainless Steel,ASTM A333 Grade 6,150,43.5,9.24,3.41,80.05,6,Moderate,0.8499999999999996,0.5683333333333334,1.4956011730205272,4193
1500,21.48,Stainless Steel,API 5L X42,150,106.1,0.13,6.02,28.03,1,Critical,15.46,6.02,2.5681063122923593,2546
400,17.48,Stainless Steel,API 5L X65,150,65.7,16.08,9.18,52.52,5,Critical,8.3,1.8359999999999999,4.520697167755992,3970
50,3.93,Fiberglass,ASTM A333 Grade 6,1500,60.9,12.73,2.28,58.02,10,Moderate,1.6500000000000004,0.22799999999999998,7.23684210526316,4957
100,4.7,Stainless Steel,API 5L X42,300,63.7,6.81,8.83,187.87,6,Critical,-4.13,1.4716666666666667,-2.8063420158550394,2879
800,21.5,PVC,ASTM A106 Grade B,150,28.4,13.34,5.52,25.67,25,Critical,15.98,0.2208,72.37318840579711,3206
600,23.01,Fiberglass,API 5L X42,900,54.1,7.44,0.21,0.91,19,Normal,22.8,0.011052631578947368,2062.857142857143,2291
1200,24.51,Fiberglass,API 5L X65,1500,138.4,8.83,3.26,13.3,22,Moderate,21.25,0.14818181818181816,143.40490797546013,2120
50,5.1,PVC,ASTM A106 Grade B,300,5.6,2.42,6.46,126.67,21,Critical,-1.3600000000000003,0.3076190476190476,-4.421052631578949,4688
1500,23.53,Carbon Steel,ASTM A106 Grade B,1500,6.1,11.73,1.53,6.5,5,Normal,22.0,0.306,71.89542483660131,4016
300,15.67,Fiberglass,ASTM A333 Grade 6,300,43.3,6.51,4.76,30.38,5,Moderate,10.91,0.952,11.460084033613446,2191
200,6.3,Carbon Steel,API 5L X42,300,62.6,3.47,1.55,24.6,19,Normal,4.75,0.08157894736842106,58.225806451612904,4713
1000,22.93,Fiberglass,ASTM A333 Grade 6,900,84.6,7.67,3.92,17.1,23,Moderate,19.009999999999998,0.17043478260869566,111.53826530612244,4008
300,10.67,Fiberglass,API 5L X65,2500,92.3,6.24,6.66,62.42,15,Critical,4.01,0.444,9.031531531531531,2638
500,23.22,PVC,API 5L X52,150,45.6,13.08,4.97,21.4,13,Moderate,18.25,0.3823076923076923,47.7364185110664,3364
300,12.92,Carbon Steel,ASTM A333 Grade 6,150,136.0,11.02,6.79,52.55,6,Critical,6.13,1.1316666666666666,5.41678939617084,2004
1200,36.1,HDPE,API 5L X65,900,56.8,10.34,8.06,22.33,16,Critical,28.04,0.50375,55.66253101736972,4740
200,9.13,Stainless Steel,ASTM A333 Grade 6,2500,93.4,10.66,9.83,107.67,8,Critical,-0.6999999999999993,1.22875,-0.5696846388606301,3227
500,10.21,Carbon Steel,ASTM A106 Grade B,1500,-17.0,19.81,0.94,9.21,14,Normal,9.270000000000001,0.06714285714285714,138.06382978723406,4486
800,22.07,Fiberglass,API 5L X52,600,21.1,2.71,2.17,9.83,11,Moderate,19.9,0.19727272727272727,100.87557603686635,3276
500,9.71,Carbon Steel,API 5L X65,900,24.1,10.87,1.93,19.88,25,Normal,7.780000000000001,0.07719999999999999,100.77720207253888,2546
150,5.73,PVC,ASTM A333 Grade 6,600,67.9,2.75,9.36,163.35,17,Critical,-3.629999999999999,0.5505882352941176,-6.592948717948716,4607
400,14.7,Stainless Steel,ASTM A333 Grade 6,2500,70.1,2.84,7.55,51.36,15,Critical,7.1499999999999995,0.5033333333333333,14.205298013245033,4800
600,13.23,Stainless Steel,API 5L X42,300,148.2,4.96,7.11,53.74,10,Critical,6.12,0.7110000000000001,8.60759493670886,3213
300,15.67,HDPE,ASTM A333 Grade 6,150,14.1,2.73,1.0,6.38,21,Normal,14.67,0.047619047619047616,308.07,4279
200,9.5,Fiberglass,API 5L X52,600,29.6,19.1,9.01,94.84,16,Critical,0.4900000000000002,0.563125,0.8701442841287462,2974
100,4.65,Carbon Steel,ASTM A106 Grade B,1500,48.8,9.19,1.59,34.19,5,Normal,3.0600000000000005,0.318,9.622641509433963,4453
1200,34.92,HDPE,ASTM A333 Grade 6,300,79.3,3.55,6.92,19.82,12,Critical,28.0,0.5766666666666667,48.554913294797686,3445
600,21.33,HDPE,ASTM A333 Grade 6,300,100.1,6.63,7.16,33.57,15,Critical,14.169999999999998,0.47733333333333333,29.68575418994413,4476
500,17.85,Fiberglass,API 5L X42,150,20.7,6.86,8.76,49.08,10,Critical,9.090000000000002,0.876,10.376712328767125,3118
1200,22.83,PVC,ASTM A106 Grade B,900,42.1,7.33,4.45,19.49,10,Moderate,18.38,0.445,41.30337078651685,3263
800,18.33,Stainless Steel,API 5L X42,1500,104.9,5.68,3.2,17.46,10,Moderate,15.129999999999999,0.32,47.28124999999999,4206
600,12.39,PVC,API 5L X65,1500,56.0,19.13,7.83,63.2,22,Critical,4.5600000000000005,0.3559090909090909,12.812260536398469,3690
300,12.86,Fiberglass,ASTM A333 Grade 6,900,88.9,11.84,5.2,40.44,18,Critical,7.659999999999999,0.2888888888888889,26.515384615384612,3754
1200,24.24,PVC,ASTM A106 Grade B,900,-34.4,5.08,8.54,35.23,25,Critical,15.7,0.34159999999999996,45.96018735362998,2900
150,7.91,PVC,ASTM A106 Grade B,600,20.8,2.12,1.17,14.79,12,Normal,6.74,0.09749999999999999,69.12820512820514,2445
200,8.98,Fiberglass,API 5L X65,900,-38.6,14.53,9.22,102.67,18,Critical,-0.2400000000000002,0.5122222222222222,-0.4685466377440351,2417
1200,38.03,Fiberglass,API 5L X52,900,-44.2,4.74,5.56,14.62,11,Critical,32.47,0.5054545454545454,64.23920863309353,4580
1000,26.98,PVC,ASTM A106 Grade B,150,43.9,12.77,9.99,37.03,16,Critical,16.990000000000002,0.624375,27.211211211211214,2694
150,9.73,Stainless Steel,ASTM A106 Grade B,600,56.0,8.07,3.18,32.68,2,Moderate,6.550000000000001,1.59,4.119496855345912,3861
500,22.49,Stainless Steel,API 5L X65,1500,58.1,3.1,6.62,29.44,1,Critical,15.869999999999997,6.62,2.3972809667673713,3298
300,7.2,Carbon Steel,API 5L X42,300,48.5,17.27,8.07,112.08,20,Critical,-0.8700000000000001,0.4035,-2.156133828996283,4723
500,9.94,PVC,API 5L X65,150,28.1,12.68,1.32,13.28,13,Normal,8.62,0.10153846153846155,84.89393939393938,4331
150,6.69,Carbon Steel,ASTM A106 Grade B,300,66.2,2.1,9.6,143.5,6,Critical,-2.9099999999999993,1.5999999999999999,-1.8187499999999996,2285
200,6.76,Fiberglass,API 5L X65,300,51.1,15.15,9.35,138.31,8,Critical,-2.59,1.16875,-2.216042780748663,4960
200,6.26,PVC,API 5L X52,2500,74.8,12.94,8.02,128.12,24,Critical,-1.7599999999999998,0.33416666666666667,-5.266832917705735,2431
800,14.7,HDPE,API 5L X52,1500,43.9,1.44,4.07,27.69,16,Moderate,10.629999999999999,0.254375,41.78869778869778,2436
600,11.17,HDPE,ASTM A333 Grade 6,1500,115.7,17.93,0.81,7.25,15,Normal,10.36,0.054000000000000006,191.85185185185182,3967
600,14.15,PVC,API 5L X42,150,86.4,9.07,4.49,31.73,18,Moderate,9.66,0.24944444444444447,38.72605790645879,4440
800,17.15,HDPE,API 5L X65,150,93.4,0.54,2.54,14.81,7,Moderate,14.61,0.3628571428571429,40.26377952755905,4622
50,3.0,Carbon Steel,ASTM A333 Grade 6,150,30.9,9.2,4.13,137.67,17,Moderate,-1.13,0.24294117647058822,-4.651331719128329,3380
500,21.53,HDPE,ASTM A106 Grade B,300,47.7,16.95,3.11,14.44,13,Moderate,18.42,0.23923076923076922,76.99678456591641,3276
1500,34.19,Fiberglass,API 5L X65,1500,81.2,10.4,7.15,20.91,1,Critical,27.04,7.15,3.7818181818181813,3685
50,5.93,Fiberglass,ASTM A106 Grade B,2500,75.1,19.39,7.2,121.42,15,Critical,-1.2700000000000005,0.48000000000000004,-2.645833333333334,3057
1200,33.06,Carbon Steel,ASTM A106 Grade B,900,-9.6,11.89,8.15,24.65,18,Critical,24.910000000000004,0.4527777777777778,55.01595092024541,2693
100,6.31,Carbon Steel,API 5L X65,900,30.5,10.66,5.74,90.97,12,Critical,0.5699999999999994,0.47833333333333333,1.1916376306620196,2507
100,4.72,Stainless Steel,ASTM A106 Grade B,300,55.8,8.56,0.97,20.55,16,Normal,3.75,0.060625,61.855670103092784,2292
600,22.4,Stainless Steel,API 5L X65,1500,44.1,1.5,8.01,35.76,12,Critical,14.389999999999999,0.6675,21.55805243445693,4569
300,17.34,Stainless Steel,ASTM A333 Grade 6,1500,46.2,14.96,4.81,27.74,6,Moderate,12.530000000000001,0.8016666666666666,15.629937629937633,3540
400,12.29,PVC,API 5L X42,300,-9.6,16.0,3.22,26.2,8,Moderate,9.069999999999999,0.4025,22.534161490683225,2996
1500,29.22,Stainless Steel,ASTM A106 Grade B,2500,-10.7,8.17,6.72,23.0,22,Critical,22.5,0.3054545454545454,73.66071428571429,3541
100,5.99,Carbon Steel,API 5L X52,900,-6.7,8.83,3.77,62.94,14,Moderate,2.22,0.2692857142857143,8.244031830238727,3854
50,3.0,Fiberglass,API 5L X52,900,22.8,13.87,0.47,15.67,18,Normal,2.5300000000000002,0.02611111111111111,96.89361702127661,2510
1500,38.34,Carbon Steel,ASTM A333 Grade 6,2500,22.3,14.44,5.57,14.53,21,Critical,32.77,0.2652380952380953,123.54937163375224,2422
100,7.37,PVC,ASTM A106 Grade B,300,56.5,14.31,2.35,31.89,2,Moderate,5.02,1.175,4.272340425531914,2172
800,27.17,HDPE,ASTM A333 Grade 6,2500,27.0,16.1,9.31,34.27,16,Critical,17.86,0.581875,30.693877551020407,3383
800,12.37,HDPE,API 5L X65,900,-11.7,16.5,7.51,60.71,23,Critical,4.859999999999999,0.32652173913043475,14.88415446071904,3136
100,5.58,Fiberglass,API 5L X42,300,43.4,12.52,4.45,79.75,21,Moderate,1.13,0.2119047619047619,5.332584269662921,4738
100,6.08,Carbon Steel,API 5L X42,150,86.7,10.71,2.81,46.22,21,Moderate,3.27,0.13380952380952382,24.437722419928825,3360
1200,23.76,Fiberglass,API 5L X42,300,-29.9,1.38,6.01,25.29,16,Critical,17.75,0.375625,47.25457570715474,3895
300,9.39,Fiberglass,API 5L X52,150,41.2,11.27,4.09,43.56,20,Moderate,5.300000000000001,0.2045,25.916870415647928,2186
300,10.42,Fiberglass,ASTM A333 Grade 6,600,32.5,19.33,4.64,44.53,3,Moderate,5.78,1.5466666666666666,3.7370689655172415,4391
800,29.29,HDPE,API 5L X42,150,76.1,10.21,7.0,23.9,3,Critical,22.29,2.3333333333333335,9.552857142857142,2173
1500,32.91,Carbon Steel,API 5L X65,150,112.7,9.62,6.03,18.32,17,Critical,26.879999999999995,0.3547058823529412,75.78109452736317,4460
200,11.11,Carbon Steel,ASTM A106 Grade B,150,6.1,14.49,3.41,30.69,23,Moderate,7.699999999999999,0.1482608695652174,51.93548387096774,2764
300,13.83,Carbon Steel,API 5L X42,300,76.0,11.2,2.95,21.33,3,Moderate,10.879999999999999,0.9833333333333334,11.064406779661015,4385
1000,29.05,PVC,ASTM A106 Grade B,1500,29.6,7.47,9.63,33.15,14,Critical,19.42,0.687857142857143,28.232606438213914,4492
1500,47.89,HDPE,ASTM A106 Grade B,2500,56.1,0.82,9.49,19.82,7,Critical,38.4,1.3557142857142856,28.324552160168597,2377
50,5.33,Fiberglass,API 5L X42,900,95.9,13.51,3.77,70.73,13,Moderate,1.56,0.29,5.379310344827587,4224
1000,33.31,Carbon Steel,API 5L X52,300,105.7,3.86,8.29,24.89,20,Critical,25.020000000000003,0.4145,60.36188178528349,2722
400,18.41,Carbon Steel,ASTM A106 Grade B,2500,25.7,5.31,2.71,14.72,16,Moderate,15.7,0.169375,92.69372693726937,2181
150,5.98,Stainless Steel,API 5L X52,2500,-20.8,6.05,6.14,102.68,20,Critical,-0.15999999999999925,0.307,-0.5211726384364797,3352
800,29.96,Fiberglass,ASTM A106 Grade B,2500,29.0,1.98,2.13,7.11,15,Moderate,27.830000000000002,0.142,195.9859154929578,2408
300,8.74,HDPE,ASTM A106 Grade B,1500,43.5,15.97,8.42,96.34,25,Critical,0.3200000000000003,0.3368,0.9501187648456065,4623
150,5.21,Stainless Steel,API 5L X65,150,91.9,5.83,1.33,25.53,24,Normal,3.88,0.05541666666666667,70.01503759398496,4631
600,21.1,Carbon Steel,API 5L X52,1500,12.8,3.44,9.87,46.78,15,Critical,11.230000000000002,0.6579999999999999,17.06686930091186,2161
1000,32.07,Stainless Steel,API 5L X52,150,100.7,0.3,4.46,13.91,22,Moderate,27.61,0.20272727272727273,136.1928251121076,4685
100,5.72,Stainless Steel,ASTM A106 Grade B,150,-6.9,9.07,5.8,101.4,17,Critical,-0.08000000000000007,0.3411764705882353,-0.23448275862068985,3387
250,13.01,HDPE,API 5L X65,600,16.8,18.32,4.03,30.98,5,Moderate,8.98,0.806,11.141439205955335,2836
500,21.57,Stainless Steel,ASTM A333 Grade 6,2500,-24.6,4.97,7.54,34.96,14,Critical,14.030000000000001,0.5385714285714286,26.050397877984086,4229
200,10.76,Fiberglass,API 5L X42,1500,4.1,14.69,4.04,37.55,24,Moderate,6.72,0.16833333333333333,39.92079207920792,2385
400,18.8,PVC,ASTM A106 Grade B,900,28.7,3.18,3.37,17.93,4,Moderate,15.43,0.8425,18.31454005934718,2172
600,24.05,PVC,ASTM A106 Grade B,2500,76.4,10.18,2.64,10.98,21,Moderate,21.41,0.12571428571428572,170.30681818181816,4266
500,17.53,PVC,ASTM A106 Grade B,600,61.3,11.49,3.24,18.48,18,Moderate,14.290000000000001,0.18000000000000002,79.38888888888889,3615
300,7.53,HDPE,ASTM A106 Grade B,900,0.5,2.82,1.99,26.43,7,Normal,5.54,0.2842857142857143,19.487437185929647,2632
600,26.89,HDPE,API 5L X52,600,34.5,19.09,3.55,13.2,5,Moderate,23.34,0.71,32.87323943661972,3058
250,11.74,Stainless Steel,API 5L X65,1500,53.8,7.49,8.13,69.25,19,Critical,3.6099999999999994,0.4278947368421053,8.436654366543662,4374
800,14.26,PVC,ASTM A106 Grade B,300,-29.3,11.27,9.19,64.45,22,Critical,5.07,0.4177272727272727,12.137105549510338,4570
400,18.46,HDPE,ASTM A106 Grade B,300,53.1,15.98,3.56,19.28,18,Moderate,14.9,0.19777777777777777,75.3370786516854,4930
1200,33.73,PVC,API 5L X65,150,45.3,10.81,7.41,21.97,20,Critical,26.319999999999997,0.3705,71.0391363022942,4841
250,8.54,Fiberglass,API 5L X65,300,41.0,12.97,5.54,64.87,4,Critical,2.999999999999999,1.385,2.1660649819494577,3072
800,20.75,HDPE,ASTM A106 Grade B,150,-0.9,6.09,9.77,47.08,24,Critical,10.98,0.4070833333333333,26.972364380757423,2053
1000,15.56,Stainless Steel,ASTM A333 Grade 6,300,74.8,3.19,4.24,27.25,20,Moderate,11.32,0.21200000000000002,53.39622641509433,2378
50,4.69,HDPE,API 5L X42,150,13.4,0.67,2.43,51.81,18,Moderate,2.2600000000000002,0.135,16.74074074074074,4724
150,7.97,Fiberglass,API 5L X42,150,81.8,5.16,9.05,113.55,20,Critical,-1.080000000000001,0.4525,-2.3867403314917146,4917
200,8.62,PVC,ASTM A106 Grade B,2500,50.6,10.45,5.2,60.32,17,Critical,3.419999999999999,0.3058823529411765,11.180769230769227,3013
100,4.13,Stainless Steel,API 5L X65,1500,34.0,13.27,4.98,120.58,21,Moderate,-0.8500000000000005,0.23714285714285716,-3.5843373493975923,3757
1000,21.65,PVC,API 5L X42,600,45.9,14.74,0.8,3.7,23,Normal,20.849999999999998,0.034782608695652174,599.4374999999999,4988
1000,21.54,Stainless Steel,API 5L X65,600,33.3,1.88,2.09,9.7,6,Moderate,19.45,0.34833333333333333,55.837320574162675,4177
250,9.52,HDPE,ASTM A333 Grade 6,600,83.7,19.54,9.39,98.63,13,Critical,0.129999999999999,0.7223076923076923,0.17997870074547254,4972
250,8.56,Stainless Steel,ASTM A333 Grade 6,600,-2.6,8.07,8.43,98.48,7,Critical,0.13000000000000078,1.2042857142857142,0.1079478054567029,3154
200,8.86,HDPE,ASTM A106 Grade B,300,-40.4,9.44,7.99,90.18,3,Critical,0.8699999999999992,2.6633333333333336,0.32665832290362923,2151
100,7.89,Stainless Steel,ASTM A106 Grade B,600,-32.2,19.92,3.05,38.66,11,Moderate,4.84,0.2772727272727273,17.455737704918032,2043
100,5.25,Carbon Steel,API 5L X52,600,-19.8,17.61,9.96,189.71,19,Critical,-4.710000000000001,0.5242105263157896,-8.984939759036145,3631
100,7.07,Carbon Steel,API 5L X42,150,27.4,1.45,7.91,111.88,4,Critical,-0.8399999999999999,1.9775,-0.42477876106194684,2541
200,11.23,Carbon Steel,API 5L X52,1500,33.4,19.23,8.55,76.14,22,Critical,2.6799999999999997,0.38863636363636367,6.895906432748537,2860
250,14.41,HDPE,API 5L X52,2500,-0.2,2.77,5.32,36.92,24,Critical,9.09,0.22166666666666668,41.00751879699248,4354
1000,27.26,HDPE,ASTM A106 Grade B,600,54.0,7.23,2.15,7.89,5,Moderate,25.110000000000003,0.43,58.39534883720931,3748
600,13.68,Carbon Steel,ASTM A333 Grade 6,300,84.8,2.05,7.14,52.19,6,Critical,6.54,1.19,5.495798319327731,4318
1500,47.8,Stainless Steel,ASTM A333 Grade 6,300,10.1,15.3,9.43,19.73,6,Critical,38.37,1.5716666666666665,24.4135737009544,4422
800,29.51,HDPE,ASTM A333 Grade 6,300,128.8,3.09,9.75,33.04,1,Critical,19.76,9.75,2.026666666666667,4275
150,7.48,Stainless Steel,API 5L X65,900,80.5,8.07,0.18,2.41,11,Normal,7.300000000000001,0.01636363636363636,446.1111111111112,3735
600,26.47,HDPE,ASTM A333 Grade 6,2500,36.2,7.17,8.48,32.04,18,Critical,17.99,0.47111111111111115,38.186320754716974,4325
300,13.68,Carbon Steel,API 5L X65,900,12.3,17.18,4.66,34.06,21,Moderate,9.02,0.2219047619047619,40.648068669527895,3426
300,9.59,Carbon Steel,ASTM A106 Grade B,1500,73.0,13.07,0.19,1.98,7,Normal,9.4,0.027142857142857142,346.3157894736842,2851
100,4.28,Stainless Steel,ASTM A333 Grade 6,900,83.1,5.11,7.92,185.05,1,Critical,-3.6399999999999997,7.92,-0.45959595959595956,3992
800,21.96,Fiberglass,API 5L X42,600,19.0,10.82,0.43,1.96,12,Normal,21.53,0.035833333333333335,600.8372093023256,4026
500,10.21,Carbon Steel,ASTM A333 Grade 6,300,68.3,16.88,9.25,90.6,19,Critical,0.9600000000000009,0.4868421052631579,1.9718918918918935,4979
500,19.32,HDPE,API 5L X65,900,90.4,18.76,4.4,22.77,4,Moderate,14.92,1.1,13.563636363636363,3579
250,13.65,Fiberglass,API 5L X65,150,37.4,6.56,3.7,27.11,18,Moderate,9.95,0.20555555555555557,48.405405405405396,2704
200,10.98,HDPE,ASTM A333 Grade 6,600,20.6,9.9,6.62,60.29,6,Critical,4.36,1.1033333333333333,3.95166163141994,3307
800,31.24,Fiberglass,ASTM A106 Grade B,300,108.5,3.05,9.35,29.93,13,Critical,21.89,0.7192307692307692,30.43529411764706,4953
500,20.02,Stainless Steel,API 5L X65,900,17.1,9.57,1.08,5.39,7,Normal,18.939999999999998,0.1542857142857143,122.75925925925922,4665
500,11.35,Stainless Steel,API 5L X65,600,57.8,18.93,2.5,22.03,17,Moderate,8.85,0.14705882352941177,60.17999999999999,2570
600,29.1,Fiberglass,API 5L X65,1500,3.4,19.05,8.2,28.18,7,Critical,20.900000000000002,1.1714285714285713,17.841463414634152,4761
600,17.64,Carbon Steel,ASTM A333 Grade 6,150,44.9,0.62,5.22,29.59,10,Critical,12.420000000000002,0.522,23.793103448275865,3464
150,8.75,Fiberglass,ASTM A333 Grade 6,900,3.7,16.84,3.84,43.89,17,Moderate,4.91,0.22588235294117645,21.736979166666668,2855
400,11.43,Fiberglass,ASTM A106 Grade B,1500,77.6,16.88,0.56,4.9,10,Normal,10.87,0.05600000000000001,194.1071428571428,2652
500,15.27,HDPE,ASTM A106 Grade B,150,43.7,19.41,8.01,52.46,25,Critical,7.26,0.3204,22.659176029962545,3893
100,5.45,Stainless Steel,ASTM A106 Grade B,600,12.4,14.13,8.86,162.57,11,Critical,-3.4099999999999993,0.8054545454545454,-4.233634311512414,4474
100,5.78,Carbon Steel,API 5L X65,900,49.4,13.28,0.07,1.21,14,Normal,5.71,0.005,1142.0,2454
150,7.52,Stainless Steel,API 5L X65,600,3.9,6.91,3.12,41.49,16,Moderate,4.3999999999999995,0.195,22.564102564102562,3764
50,4.73,HDPE,ASTM A106 Grade B,150,-26.1,6.97,1.24,26.22,11,Normal,3.49,0.11272727272727273,30.95967741935484,4445
150,9.06,PVC,API 5L X52,300,41.6,8.06,5.92,65.34,23,Critical,3.1400000000000006,0.2573913043478261,12.199324324324326,3911
250,11.12,PVC,API 5L X52,150,50.1,10.85,0.34,3.06,21,Normal,10.78,0.016190476190476193,665.8235294117645,4368
200,7.76,PVC,ASTM A106 Grade B,600,73.9,6.25,0.82,10.57,10,Normal,6.9399999999999995,0.08199999999999999,84.63414634146342,3367
1000,28.91,Fiberglass,API 5L X52,600,69.6,16.07,6.87,23.76,22,Critical,22.04,0.31227272727272726,70.57933042212518,2950
200,11.71,Stainless Steel,ASTM A106 Grade B,300,104.8,0.59,8.29,70.79,21,Critical,3.4200000000000017,0.3947619047619047,8.663449939686375,4200
150,9.62,Fiberglass,ASTM A106 Grade B,150,126.0,8.47,3.19,33.16,10,Moderate,6.43,0.319,20.156739811912225,3660
150,5.71,HDPE,ASTM A333 Grade 6,600,50.1,2.81,5.52,96.67,16,Critical,0.1900000000000004,0.345,0.5507246376811606,2077
250,8.98,HDPE,API 5L X42,2500,3.0,15.03,2.72,30.29,25,Moderate,6.26,0.10880000000000001,57.53676470588235,3805
200,9.26,HDPE,ASTM A333 Grade 6,300,95.9,15.17,0.39,4.21,11,Normal,8.87,0.035454545454545454,250.17948717948715,2451
50,4.88,Carbon Steel,API 5L X42,600,23.9,12.19,1.94,39.75,2,Normal,2.94,0.97,3.0309278350515463,4417
800,26.68,Stainless Steel,ASTM A106 Grade B,150,77.3,1.72,1.7,6.37,2,Normal,24.98,0.85,29.38823529411765,2919
800,28.91,HDPE,API 5L X52,2500,113.9,7.13,6.97,24.11,11,Critical,21.94,0.6336363636363637,34.62553802008608,4910
1200,19.06,Carbon Steel,ASTM A333 Grade 6,600,10.0,18.3,0.64,3.36,24,Normal,18.419999999999998,0.02666666666666667,690.7499999999999,2833
600,17.16,HDPE,API 5L X52,150,47.0,4.92,7.12,41.49,2,Critical,10.04,3.56,2.820224719101123,4105
150,5.41,Fiberglass,ASTM A333 Grade 6,1500,44.1,9.25,8.4,155.27,8,Critical,-2.99,1.05,-2.8476190476190477,4789
300,17.74,HDPE,API 5L X42,2500,28.4,1.77,0.85,4.79,15,Normal,16.889999999999997,0.056666666666666664,298.0588235294117,4964
1200,35.19,HDPE,ASTM A333 Grade 6,600,45.8,7.81,3.15,8.95,22,Moderate,32.04,0.1431818181818182,223.77142857142854,2094
300,13.22,Carbon Steel,API 5L X65,300,-25.0,17.49,1.06,8.02,12,Normal,12.16,0.08833333333333333,137.66037735849056,3107
